LoanID,Age,EmploymentType,EmploymentYears,City,MonthlyIncome,LoanAmount,LoanPurpose,LoanTenureMonths,InterestRate,ExistingLoans,CreditScore,LoanToIncomeRatio,Default
LN101490,37,Salaried,10,Rural,108925,2937615,Vehicle,36,9.22,1,855,2.247,1
LN101491,37,Unemployed,5,Metro,63674,1792614,Personal,24,17.25,1,511,2.346,1
LN101492,28,Salaried,26,Metro,100779,2067915,Personal,84,10.85,0,695,1.71,0
LN101493,53,Salaried,0,Tier-1,199640,4089176,Business,36,16.41,2,561,1.707,0
LN101494,61,Salaried,3,Tier-1,179639,702832,Medical,120,10.81,1,727,0.326,0
LN101495,54,Salaried,5,Metro,102454,3165895,Home,12,7.01,1,897,2.575,0
LN101496,42,Salaried,29,Tier-1,132963,316873,Education,60,9.06,3,776,0.199,0
LN101497,58,Salaried,19,Tier-1,187368,1351646,Vehicle,36,8.43,2,878,0.601,0
LN101498,56,Salaried,12,Rural,153778,4626126,Education,48,20.33,0,547,2.507,1
LN101499,48,Salaried,20,Rural,74406,2713223,Vehicle,12,17.2,2,412,3.039,1
LN101500,22,Salaried,25,Metro,25910,489045,Personal,60,17.07,3,587,1.573,0
LN101501,48,Salaried,6,Metro,83531,4223114,Medical,84,20.0,2,554,4.213,1
LN101502,21,Salaried,3,Rural,65541,4983659,Medical,84,7.06,4,761,6.337,1
LN101503,32,Salaried,18,Tier-1,121656,3270283,Vehicle,60,8.12,1,884,2.24,0
LN101504,61,Business Owner,19,Tier-1,186375,596715,Vehicle,24,17.42,4,637,0.267,0
LN101505,34,Self-Employed,7,Tier-2,163133,1370670,Personal,36,17.13,2,593,0.7,0
LN101506,47,Salaried,0,Tier-2,102700,4366569,Home,84,19.49,4,522,3.543,1
LN101507,42,Salaried,6,Rural,70529,2639942,Personal,24,11.34,3,695,3.119,0
LN101508,54,Unemployed,8,Tier-2,183004,4039846,Business,120,15.59,1,319,1.84,1
LN101509,33,Business Owner,20,Metro,188180,2947189,Home,60,22.0,4,311,1.305,1
LN101510,59,Business Owner,11,Tier-2,67459,2726856,Medical,24,18.12,2,481,3.369,1
LN101511,34,Salaried,22,Tier-1,116454,4648595,Home,48,16.67,0,644,3.326,0
LN101512,50,Self-Employed,11,Rural,114811,472703,Personal,60,20.41,4,342,0.343,1
LN101513,53,Salaried,18,Tier-2,138046,2951974,Education,120,10.41,3,674,1.782,0
LN101514,50,Self-Employed,7,Metro,169443,2259071,Vehicle,24,21.31,4,398,1.111,1
LN101515,38,Salaried,27,Rural,90683,2391967,Home,60,7.96,2,812,2.198,0
LN101516,46,Self-Employed,18,Metro,57707,88389,Business,48,20.47,4,466,0.128,0
LN101517,50,Salaried,1,Tier-1,43296,3225655,Vehicle,84,7.04,1,782,6.209,0
LN101518,25,Self-Employed,9,Tier-1,82736,1054485,Personal,12,14.47,3,615,1.062,0
LN101519,50,Salaried,17,Metro,67994,4112381,Education,12,11.84,4,745,5.04,0
LN101520,50,Business Owner,18,Metro,142813,2584444,Personal,36,20.85,3,328,1.508,1
LN101521,47,Self-Employed,0,Tier-1,186846,1221380,Education,60,20.97,0,582,0.545,0
LN101522,49,Salaried,6,Rural,110122,1909936,Personal,84,20.33,0,424,1.445,1
LN101523,25,Salaried,16,Rural,135615,482698,Medical,48,16.03,2,456,0.297,1
LN101524,55,Unemployed,25,Rural,24228,2241612,Education,12,18.75,4,631,7.71,0
LN101525,32,Salaried,27,Tier-2,153740,4512161,Medical,48,21.14,4,492,2.446,1
LN101526,21,Salaried,24,Tier-1,168869,3916165,Education,84,7.41,0,759,1.933,0
LN101527,31,Salaried,13,Tier-2,161917,3039519,Business,12,9.74,2,772,1.564,1
LN101528,39,Business Owner,24,Tier-1,41902,3500636,Medical,36,19.81,2,602,6.962,1
LN101529,43,Salaried,16,Tier-2,157719,4675241,Business,84,11.8,4,738,2.47,0
LN101530,23,Salaried,24,Tier-1,98524,2470399,Vehicle,36,17.14,3,412,2.09,0
LN101531,21,Salaried,5,Tier-1,107036,3300410,Business,48,20.17,0,430,2.57,0
LN101532,64,Salaried,17,Tier-2,71481,2788569,Home,36,19.98,1,448,3.251,1
LN101533,26,Salaried,9,Tier-1,152471,1556690,Home,84,7.44,4,811,0.851,0
LN101534,31,Self-Employed,3,Rural,112408,3123727,Medical,12,17.77,1,366,2.316,1
LN101535,30,Salaried,23,Metro,17827,746252,Home,48,11.29,1,678,3.488,0
LN101536,24,Salaried,19,Tier-1,92561,2442234,Personal,84,7.26,4,844,2.199,0
LN101537,59,Salaried,24,Tier-2,27741,2311984,Medical,36,15.35,3,387,6.945,1
LN101538,54,Unemployed,28,Metro,146002,2724494,Medical,12,15.26,4,572,1.555,0
LN101539,59,Salaried,25,Tier-1,50010,3125808,Medical,120,19.9,1,446,5.209,1
LN101540,40,Self-Employed,26,Metro,149629,2508971,Home,24,16.55,0,345,1.397,1
LN101541,41,Salaried,24,Tier-2,21559,55601,Personal,120,20.34,0,323,0.215,1
LN101542,31,Salaried,3,Tier-1,176758,4744039,Education,84,7.05,2,763,2.237,0
LN101543,53,Salaried,21,Tier-1,183374,828819,Vehicle,84,10.79,3,666,0.377,0
LN101544,63,Salaried,24,Tier-2,101049,4931503,Vehicle,12,20.41,4,394,4.067,1
LN101545,43,Salaried,2,Tier-1,74719,961433,Business,48,15.31,4,322,1.072,0
LN101546,38,Self-Employed,12,Tier-1,97624,2737130,Education,36,8.19,1,842,2.336,1
LN101547,31,Self-Employed,0,Tier-2,158767,700921,Medical,36,17.3,1,356,0.368,0
LN101548,48,Salaried,28,Tier-1,93286,938845,Home,24,21.44,4,373,0.839,0
LN101549,21,Salaried,23,Metro,53231,3745590,Education,120,17.86,1,505,5.864,0
LN101550,62,Salaried,23,Rural,31528,4427328,Business,120,16.99,4,365,11.702,1
LN101551,58,Salaried,1,Tier-1,134035,4326024,Personal,36,19.29,0,637,2.69,0
LN101552,37,Salaried,24,Tier-2,128545,83194,Business,84,16.74,3,494,0.054,1
LN101553,55,Self-Employed,17,Tier-1,164862,940573,Personal,84,11.47,3,747,0.475,1
LN101554,23,Salaried,12,Metro,173087,2093657,Medical,12,21.54,1,546,1.008,0
LN101555,57,Salaried,13,Tier-1,139292,3795484,Vehicle,24,14.02,1,529,2.271,0
LN101556,61,Salaried,13,Rural,191979,2137903,Business,24,12.05,3,726,0.928,0
LN101557,23,Self-Employed,16,Tier-2,80424,1435584,Medical,12,17.83,1,450,1.488,0
LN101558,35,Salaried,0,Tier-1,29903,4022805,Personal,120,20.34,4,301,11.211,1
LN101559,30,Salaried,26,Tier-1,41046,2066165,Business,48,19.64,3,449,4.195,1
LN101560,38,Salaried,11,Tier-2,31522,3857204,Personal,24,7.47,3,841,10.197,0
LN101561,56,Business Owner,29,Tier-2,76584,1084615,Medical,84,10.66,3,715,1.18,1
LN101562,58,Salaried,5,Tier-1,117294,1946899,Medical,36,18.96,0,495,1.383,0
LN101563,22,Salaried,19,Tier-2,113871,4193906,Personal,36,21.03,3,583,3.069,0
LN101564,40,Salaried,14,Tier-2,141196,504060,Vehicle,60,8.72,3,804,0.297,0
LN101565,60,Business Owner,23,Metro,116035,636604,Home,36,16.21,4,547,0.457,1
LN101566,33,Business Owner,20,Metro,166341,4687525,Education,24,20.25,4,441,2.348,0
LN101567,34,Self-Employed,3,Tier-1,160773,394960,Medical,24,7.05,4,790,0.205,0
LN101568,27,Unemployed,11,Tier-1,121499,727359,Personal,120,10.98,3,745,0.499,0
LN101569,59,Salaried,9,Rural,169028,3046716,Education,84,21.46,3,407,1.502,0
LN101570,39,Self-Employed,16,Tier-1,90690,987480,Personal,60,19.06,0,562,0.907,1
LN101571,42,Self-Employed,21,Rural,143701,4588204,Business,12,11.27,2,690,2.661,0
LN101572,53,Salaried,29,Tier-2,197870,3489434,Medical,36,19.56,4,394,1.47,1
LN101573,47,Salaried,21,Metro,31462,1089000,Medical,36,16.59,0,314,2.884,0
LN101574,58,Salaried,4,Tier-2,152177,1964454,Medical,120,11.67,0,736,1.076,0
LN101575,57,Salaried,6,Tier-2,146264,1704793,Vehicle,60,12.58,3,746,0.971,0
LN101576,22,Business Owner,1,Tier-1,153003,4566572,Personal,24,17.8,3,421,2.487,1
LN101577,44,Salaried,17,Metro,92767,4313819,Medical,84,7.75,4,888,3.875,0
LN101578,56,Self-Employed,14,Tier-1,46983,468776,Business,48,15.52,4,587,0.831,0
LN101579,24,Salaried,15,Tier-1,182249,1680500,Personal,12,9.94,3,861,0.768,0
LN101580,36,Self-Employed,7,Tier-2,103455,2584809,Personal,48,9.47,2,850,2.082,0
LN101581,27,Self-Employed,19,Rural,40694,347209,Education,12,21.08,2,502,0.711,0
LN101582,60,Salaried,13,Metro,185503,1267156,Personal,60,21.35,1,644,0.569,0
LN101583,60,Self-Employed,21,Metro,61839,3565357,Personal,60,19.04,1,488,4.805,1
LN101584,57,Salaried,4,Tier-1,66708,3923393,Vehicle,120,13.29,2,676,4.901,0
LN101585,31,Salaried,10,Tier-1,125917,3780820,Education,24,20.78,3,559,2.502,1
LN101586,44,Salaried,7,Tier-1,114073,3953907,Business,24,10.26,3,730,2.888,0
LN101587,41,Business Owner,21,Metro,160279,4172460,Business,24,16.99,0,469,2.169,1
LN101588,51,Salaried,14,Metro,59896,3322961,Vehicle,84,21.87,4,471,4.623,1
LN101589,53,Salaried,25,Metro,123793,3943651,Business,48,17.03,4,325,2.655,0
LN101590,45,Salaried,21,Rural,152213,4669821,Home,24,11.59,1,745,2.557,0
LN101591,33,Salaried,12,Tier-2,151328,1389862,Medical,84,14.06,4,582,0.765,0
LN101592,46,Self-Employed,13,Tier-1,130179,4863798,Medical,48,15.31,2,376,3.114,0
LN101593,42,Self-Employed,20,Tier-2,85666,4990939,Education,12,12.59,3,735,4.855,0
LN101594,57,Salaried,26,Rural,117097,3707142,Personal,60,14.94,2,505,2.638,0
LN101595,30,Salaried,29,Tier-1,125148,1572625,Home,120,10.97,2,749,1.047,0
LN101596,47,Salaried,20,Tier-2,85155,690997,Home,60,18.89,2,516,0.676,0
LN101597,30,Salaried,26,Metro,16673,491022,Business,12,18.89,3,315,2.454,1
LN101598,50,Salaried,1,Tier-2,89479,4092466,Personal,120,9.67,4,832,3.811,0
LN101599,28,Salaried,12,Tier-2,150698,4662713,Personal,48,19.92,3,462,2.578,1
LN101600,54,Salaried,9,Rural,191402,3653164,Education,60,19.73,2,469,1.591,0
LN101601,60,Salaried,12,Tier-1,63883,818660,Vehicle,48,17.77,4,347,1.068,1
LN101602,38,Unemployed,8,Tier-2,64534,139687,Vehicle,48,20.83,0,365,0.18,1
LN101603,30,Salaried,7,Rural,114571,4968134,Business,24,21.95,0,358,3.614,1
LN101604,27,Self-Employed,24,Tier-2,193912,2619684,Business,84,11.52,2,664,1.126,0
LN101605,43,Salaried,2,Tier-2,84184,104077,Personal,120,19.0,3,401,0.103,1
LN101606,40,Salaried,25,Rural,155617,216732,Personal,84,14.87,4,619,0.116,0
LN101607,59,Self-Employed,14,Rural,195064,988295,Home,84,17.31,0,312,0.422,1
LN101608,22,Salaried,6,Tier-1,164014,221067,Education,48,8.15,1,861,0.112,0
LN101609,49,Self-Employed,21,Tier-1,94149,1129320,Vehicle,12,15.56,2,482,1.0,0
LN101610,44,Salaried,7,Metro,174771,954315,Home,60,12.81,1,666,0.455,0
LN101611,48,Self-Employed,14,Tier-1,118327,3163305,Home,12,10.65,4,718,2.228,0
LN101612,40,Salaried,2,Tier-1,143543,634386,Home,48,18.45,3,353,0.368,0
LN101613,37,Salaried,6,Tier-1,39131,424917,Education,48,12.8,1,686,0.905,0
LN101614,36,Salaried,15,Tier-1,98386,4406754,Education,60,8.73,0,806,3.733,0
LN101615,42,Salaried,16,Tier-2,187147,2995845,Vehicle,36,7.47,4,890,1.334,0
LN101616,64,Salaried,24,Tier-2,185058,1200986,Education,84,8.51,4,791,0.541,0
LN101617,39,Salaried,19,Tier-1,123492,282977,Medical,12,18.17,2,309,0.191,1
LN101618,47,Business Owner,8,Tier-2,69753,1081593,Personal,120,18.23,4,427,1.292,1
LN101619,47,Salaried,16,Tier-1,104459,528775,Personal,36,15.89,4,497,0.422,1
LN101620,38,Self-Employed,17,Metro,183303,296967,Business,12,7.33,3,809,0.135,0
LN101621,59,Salaried,10,Metro,107588,2518276,Education,48,16.82,3,590,1.951,1
LN101622,46,Salaried,15,Tier-2,176500,2423476,Medical,60,21.65,1,425,1.144,1
LN101623,48,Salaried,14,Tier-1,190216,116088,Vehicle,36,14.64,1,573,0.051,0
LN101624,48,Salaried,1,Metro,134456,2699477,Business,12,18.98,3,607,1.673,0
LN101625,23,Salaried,5,Rural,17054,4548818,Personal,24,9.91,2,825,22.228,0
LN101626,26,Business Owner,3,Tier-2,68304,3766705,Business,84,8.94,0,885,4.596,1
LN101627,45,Self-Employed,27,Tier-1,168746,1052214,Medical,84,13.73,3,689,0.52,0
LN101628,28,Self-Employed,28,Rural,53270,1563472,Home,36,15.26,0,450,2.446,0
LN101629,50,Self-Employed,22,Tier-2,58725,3472961,Home,120,11.33,1,714,4.928,1
LN101630,59,Self-Employed,0,Metro,199108,458894,Home,24,9.3,0,771,0.192,0
LN101631,34,Salaried,8,Tier-2,16582,1737557,Vehicle,60,13.82,4,689,8.732,1
LN101632,63,Salaried,11,Rural,62187,995677,Medical,60,16.44,3,354,1.334,1
LN101633,52,Salaried,10,Rural,37988,254962,Education,120,17.7,4,524,0.559,1
LN101634,63,Salaried,8,Metro,120488,3362794,Medical,60,10.5,3,678,2.326,0
LN101635,59,Salaried,6,Metro,28703,247430,Medical,12,19.57,2,618,0.718,0
LN101636,23,Self-Employed,28,Tier-2,169903,3802643,Vehicle,48,14.5,2,564,1.865,0
LN101637,34,Business Owner,12,Tier-1,120808,4289157,Vehicle,120,10.51,0,702,2.959,0
LN101638,51,Salaried,9,Tier-2,191920,4851664,Home,36,10.08,2,744,2.107,0
LN101639,23,Salaried,12,Tier-2,110061,1581613,Vehicle,24,20.32,0,431,1.198,0
LN101640,53,Self-Employed,28,Tier-1,129108,1875300,Business,60,18.08,4,636,1.21,0
LN101641,31,Salaried,26,Metro,198933,2374398,Vehicle,60,11.63,2,673,0.995,0
LN101642,33,Salaried,20,Tier-2,77990,1247143,Home,12,18.57,1,523,1.333,0
LN101643,60,Salaried,6,Tier-1,150026,3722746,Medical,48,17.45,1,537,2.068,1
LN101644,24,Salaried,21,Tier-1,170055,4236381,Business,12,17.89,0,420,2.076,0
LN101645,45,Salaried,20,Tier-2,99785,1365501,Personal,84,10.75,2,678,1.14,0
LN101646,53,Business Owner,28,Tier-2,95383,2697460,Business,60,9.05,1,851,2.357,0
LN101647,49,Business Owner,29,Tier-1,146476,2590984,Business,84,9.39,1,868,1.474,0
LN101648,24,Salaried,2,Tier-2,63413,4845604,Medical,36,7.18,1,887,6.368,0
LN101649,40,Unemployed,10,Metro,84006,143696,Home,120,7.54,0,825,0.143,0
LN101650,36,Self-Employed,11,Tier-2,146360,4473979,Medical,48,12.58,3,712,2.547,0
LN101651,58,Salaried,16,Rural,194938,795634,Home,120,14.28,4,582,0.34,1
LN101652,27,Unemployed,14,Tier-2,132437,1528146,Business,24,18.62,1,329,0.962,1
LN101653,44,Salaried,1,Tier-2,99203,2442130,Personal,60,11.32,2,717,2.051,1
LN101654,22,Salaried,8,Rural,108758,2479862,Vehicle,60,7.97,4,834,1.9,0
LN101655,53,Salaried,24,Tier-1,91777,2251126,Vehicle,24,17.83,2,538,2.044,1
LN101656,22,Salaried,24,Tier-1,37275,1080471,Home,36,14.02,0,557,2.416,0
LN101657,54,Salaried,18,Metro,71379,460059,Business,48,21.87,1,543,0.537,0
LN101658,32,Self-Employed,2,Tier-2,130873,3295325,Medical,24,18.26,2,307,2.098,0
LN101659,57,Business Owner,25,Rural,29474,748710,Home,36,17.19,4,557,2.117,0
LN101660,35,Business Owner,25,Metro,156549,4078864,Medical,84,15.98,3,587,2.171,1
LN101661,27,Salaried,28,Tier-1,38228,2491367,Business,120,7.12,0,843,5.431,1
LN101662,28,Salaried,19,Metro,108581,4645459,Business,84,15.09,1,375,3.565,1
LN101663,35,Salaried,29,Rural,27619,1616626,Vehicle,24,12.07,0,711,4.878,0
LN101664,51,Self-Employed,12,Tier-1,193271,1062851,Home,120,16.9,4,358,0.458,0
LN101665,64,Salaried,4,Metro,100803,2016020,Education,48,14.67,3,583,1.667,0
LN101666,47,Salaried,23,Tier-2,39981,4093627,Vehicle,120,17.27,2,303,8.532,0
LN101667,56,Self-Employed,1,Metro,181142,4266129,Home,48,14.76,3,646,1.963,1
LN101668,37,Self-Employed,16,Metro,155577,2951166,Personal,60,12.09,0,732,1.581,0
LN101669,51,Business Owner,21,Tier-2,167510,4861793,Business,48,19.93,2,614,2.419,0
LN101670,37,Self-Employed,15,Tier-1,89051,307048,Vehicle,36,14.27,0,541,0.287,1
LN101671,27,Self-Employed,21,Metro,180608,3706766,Vehicle,120,21.35,0,353,1.71,1
LN101672,36,Salaried,22,Metro,167075,1766675,Medical,60,8.55,4,807,0.881,0
LN101673,35,Salaried,16,Tier-1,102199,1221293,Personal,84,13.27,0,654,0.996,0
LN101674,34,Salaried,13,Metro,91657,353606,Home,36,18.39,1,584,0.321,0
LN101675,47,Salaried,11,Metro,51228,4785452,Vehicle,60,11.76,2,669,7.785,1
LN101676,29,Salaried,9,Tier-2,136388,4021004,Personal,60,14.38,2,403,2.457,0
LN101677,49,Self-Employed,24,Metro,132436,4019073,Vehicle,12,7.7,3,812,2.529,0
LN101678,48,Business Owner,4,Metro,53721,1429726,Home,84,13.76,4,711,2.218,0
LN101679,33,Self-Employed,4,Metro,53056,2206216,Home,84,9.62,4,758,3.465,0
LN101680,31,Self-Employed,5,Tier-2,111317,3478909,Education,120,10.31,0,681,2.604,0
LN101681,21,Salaried,11,Tier-1,77789,1903237,Personal,24,8.84,1,829,2.039,0
LN101682,47,Unemployed,9,Rural,113888,1749258,Home,48,16.36,0,603,1.28,0
LN101683,47,Self-Employed,14,Tier-2,15543,3548619,Vehicle,84,7.25,3,851,19.026,0
LN101684,38,Salaried,5,Rural,191422,3906936,Home,120,21.25,1,328,1.701,0
LN101685,37,Self-Employed,5,Tier-2,192853,1942888,Personal,48,15.45,4,643,0.84,0
LN101686,29,Salaried,3,Rural,126108,747967,Home,48,9.18,1,793,0.494,0
LN101687,33,Self-Employed,1,Metro,165549,2116855,Home,60,7.26,1,846,1.066,0
LN101688,50,Salaried,28,Rural,119833,271876,Medical,84,17.11,2,646,0.189,0
LN101689,64,Self-Employed,0,Metro,83236,3125237,Medical,60,17.13,0,412,3.129,1
LN101690,44,Self-Employed,19,Tier-2,54157,2268560,Personal,60,9.19,0,862,3.491,0
LN101691,60,Self-Employed,21,Tier-2,58074,483507,Medical,60,20.81,4,400,0.694,1
LN101692,22,Self-Employed,2,Tier-1,31087,2643627,Education,48,18.92,1,574,7.087,1
LN101693,43,Salaried,12,Tier-1,79032,144087,Education,84,17.81,0,444,0.152,0
LN101694,47,Business Owner,6,Metro,36425,1692023,Business,120,20.08,0,608,3.871,0
LN101695,25,Business Owner,17,Metro,198326,2966053,Personal,60,17.9,2,631,1.246,0
LN101696,62,Unemployed,11,Tier-2,97879,3889277,Home,84,18.14,1,457,3.311,1
LN101697,64,Self-Employed,27,Rural,26761,4791099,Education,12,7.01,0,899,14.919,1
LN101698,25,Salaried,5,Rural,42061,737017,Home,12,14.62,1,359,1.46,0
LN101699,37,Self-Employed,21,Metro,190940,2851972,Personal,12,15.39,4,491,1.245,1
LN101700,51,Business Owner,10,Metro,97380,621168,Home,60,10.68,2,676,0.532,0
LN101701,54,Self-Employed,11,Tier-2,195850,4419955,Vehicle,12,17.16,3,320,1.881,1
LN101702,26,Business Owner,9,Metro,71518,1247336,Vehicle,36,12.21,2,707,1.453,0
LN101703,46,Salaried,24,Tier-1,15942,3291870,Vehicle,24,10.81,0,749,17.208,0
LN101704,53,Salaried,24,Metro,141356,2035519,Vehicle,84,18.69,1,570,1.2,0
LN101705,57,Salaried,25,Tier-1,49306,3850988,Education,36,21.03,4,324,6.509,1
LN101706,42,Salaried,2,Tier-2,122761,2983309,Personal,84,12.72,4,658,2.025,0
LN101707,45,Salaried,26,Tier-1,29797,1702212,Medical,24,21.84,3,590,4.761,1
LN101708,27,Self-Employed,15,Metro,198297,1982918,Medical,24,12.28,0,694,0.833,0
LN101709,41,Salaried,9,Tier-1,161367,4726773,Personal,60,15.74,4,624,2.441,0
LN101710,33,Salaried,27,Tier-1,53830,238315,Business,24,8.43,4,855,0.369,0
LN101711,24,Self-Employed,10,Tier-1,99449,4525958,Education,24,18.32,2,370,3.793,1
LN101712,24,Salaried,25,Tier-1,148491,2422129,Medical,60,17.95,1,498,1.359,1
LN101713,23,Salaried,4,Tier-1,180635,3161953,Business,24,14.14,4,345,1.459,0
LN101714,37,Salaried,24,Tier-2,33462,1913838,Medical,84,16.28,4,394,4.766,1
LN101715,22,Salaried,7,Tier-1,160409,1075053,Home,48,15.5,4,636,0.558,0
LN101716,26,Self-Employed,3,Tier-1,151283,2027102,Business,60,21.69,4,616,1.117,0
LN101717,45,Salaried,8,Tier-2,166956,1132540,Education,24,9.62,0,762,0.565,0
LN101718,51,Business Owner,11,Tier-1,74701,784392,Vehicle,48,9.6,1,863,0.875,0
LN101719,41,Salaried,16,Tier-2,58783,3318012,Personal,120,7.85,4,774,4.704,1
LN101720,52,Self-Employed,1,Rural,96633,3372850,Vehicle,48,10.13,0,701,2.909,0
LN101721,60,Self-Employed,12,Metro,56356,932678,Education,60,11.93,1,739,1.379,0
LN101722,51,Business Owner,21,Metro,74754,3616675,Education,120,16.34,0,583,4.032,1
LN101723,35,Salaried,17,Tier-2,41022,4053035,Personal,36,14.48,2,529,8.233,0
LN101724,41,Salaried,5,Metro,151374,2680565,Business,36,18.34,3,501,1.476,0
LN101725,49,Salaried,13,Rural,183694,3979892,Home,12,7.44,3,813,1.805,0
LN101726,45,Self-Employed,29,Metro,74140,873161,Medical,36,13.39,1,713,0.981,0
LN101727,28,Salaried,9,Tier-2,76283,3940882,Education,12,19.46,3,615,4.305,0
LN101728,25,Self-Employed,10,Tier-1,55649,1112155,Business,120,19.02,3,513,1.665,1
LN101729,64,Salaried,14,Tier-2,117532,4135923,Vehicle,24,10.2,0,680,2.932,0
LN101730,43,Salaried,24,Metro,191816,3178150,Personal,36,18.72,1,308,1.381,0
LN101731,58,Self-Employed,13,Metro,173637,557333,Vehicle,84,9.35,0,789,0.267,0
LN101732,45,Self-Employed,5,Tier-1,95678,995772,Business,48,9.35,1,889,0.867,0
LN101733,34,Salaried,15,Tier-1,140978,1486593,Personal,24,7.81,0,889,0.879,0
LN101734,64,Self-Employed,15,Metro,64878,804552,Personal,84,20.91,4,311,1.033,1
LN101735,21,Salaried,14,Tier-1,178131,4596310,Business,48,14.88,0,505,2.15,0
LN101736,39,Salaried,1,Tier-2,198794,3069876,Business,120,21.64,1,370,1.287,1
LN101737,23,Self-Employed,15,Tier-2,122747,3603215,Medical,60,9.06,4,777,2.446,0
LN101738,29,Business Owner,19,Rural,181014,1254469,Education,84,18.44,3,649,0.578,0
LN101739,32,Business Owner,10,Tier-1,192139,4060950,Vehicle,36,21.03,2,415,1.761,1
LN101740,30,Self-Employed,28,Rural,50761,4247510,Medical,120,7.36,3,889,6.973,0
LN101741,21,Salaried,8,Rural,24918,1269315,Education,12,16.88,1,512,4.245,0
LN101742,25,Salaried,21,Rural,177571,467064,Medical,48,7.76,4,887,0.219,0
LN101743,62,Self-Employed,25,Tier-1,81748,2087721,Home,84,19.63,0,591,2.128,0
LN101744,22,Salaried,4,Rural,98151,3593023,Personal,12,16.11,1,495,3.051,0
LN101745,56,Salaried,5,Metro,64940,2194202,Personal,120,15.7,3,589,2.816,1
LN101746,63,Salaried,13,Metro,43129,421285,Business,60,12.62,3,691,0.814,0
LN101747,62,Business Owner,8,Rural,182195,3346080,Vehicle,36,11.59,2,731,1.53,0
LN101748,22,Self-Employed,1,Rural,165107,4849495,Home,84,16.02,3,609,2.448,1
LN101749,57,Salaried,21,Tier-1,106282,3803477,Education,12,13.94,2,722,2.982,0
LN101750,29,Self-Employed,18,Tier-1,19743,1715000,Business,24,18.06,1,605,7.239,1
LN101751,31,Salaried,17,Metro,172478,4070859,Education,48,17.24,2,509,1.967,0
LN101752,28,Salaried,20,Rural,166857,3829134,Personal,24,21.26,0,347,1.912,1
LN101753,62,Salaried,21,Tier-2,53412,3849040,Business,120,18.71,4,390,6.005,0
LN101754,42,Self-Employed,11,Rural,66948,3910813,Business,84,9.1,2,859,4.868,0
LN101755,44,Unemployed,23,Tier-1,108877,3324393,Medical,120,18.0,4,432,2.544,1
LN101756,51,Salaried,18,Tier-1,81137,2235520,Education,24,18.91,4,481,2.296,1
LN101757,26,Business Owner,13,Rural,198038,4320668,Business,36,18.77,0,576,1.818,1
LN101758,60,Salaried,5,Metro,122035,3952358,Education,12,17.65,3,541,2.699,1
LN101759,28,Salaried,20,Tier-1,193042,2862073,Business,12,14.47,1,371,1.236,0
LN101760,37,Salaried,8,Metro,25560,2221740,Home,48,11.47,2,709,7.244,0
LN101761,64,Salaried,22,Tier-2,195624,4267716,Vehicle,12,17.77,4,569,1.818,0
LN101762,48,Business Owner,8,Tier-1,54655,505661,Education,24,7.73,0,760,0.771,0
LN101763,50,Self-Employed,28,Tier-2,145162,4560483,Personal,60,15.75,2,554,2.618,0
LN101764,30,Salaried,1,Metro,145698,4826303,Education,36,21.81,2,317,2.76,1
LN101765,33,Self-Employed,23,Metro,174868,883928,Home,36,8.06,3,880,0.421,0
LN101766,29,Salaried,7,Tier-1,76258,3568623,Home,36,10.05,4,653,3.9,0
LN101767,34,Salaried,24,Metro,72352,59602,Home,120,9.61,4,837,0.069,1
LN101768,46,Salaried,2,Tier-2,151151,4997642,Education,36,9.9,2,788,2.755,0
LN101769,23,Self-Employed,19,Metro,152928,3010080,Business,120,16.91,3,593,1.64,1
LN101770,53,Self-Employed,22,Tier-1,195073,54796,Home,36,13.54,4,713,0.023,0
LN101771,58,Salaried,4,Tier-1,186616,3213682,Medical,60,19.72,4,623,1.435,0
LN101772,60,Salaried,19,Metro,139601,4138502,Business,120,18.59,0,442,2.47,0
LN101773,56,Self-Employed,22,Tier-1,29308,361245,Home,36,17.36,3,648,1.027,0
LN101774,43,Unemployed,2,Tier-1,92827,3053609,Home,12,17.71,2,384,2.741,1
LN101775,58,Salaried,12,Tier-2,45136,1699466,Personal,48,14.09,0,409,3.138,1
LN101776,37,Business Owner,0,Tier-1,113777,2126008,Personal,84,7.39,2,880,1.557,1
LN101777,64,Salaried,4,Tier-2,43727,4095659,Home,24,11.75,0,653,7.805,1
LN101778,60,Salaried,2,Metro,105683,226873,Vehicle,36,21.3,3,507,0.179,0
LN101779,25,Business Owner,10,Rural,144403,3914597,Vehicle,12,15.91,0,618,2.259,0
LN101780,45,Self-Employed,27,Tier-1,177028,2068970,Personal,24,12.17,3,677,0.974,0
LN101781,30,Self-Employed,21,Tier-2,183914,2461746,Medical,120,7.19,1,757,1.115,1
LN101782,57,Salaried,18,Tier-2,15739,4106305,Vehicle,120,14.19,1,502,21.742,0
LN101783,36,Salaried,19,Metro,68358,4220527,Education,120,9.49,2,888,5.145,0
LN101784,44,Salaried,4,Rural,33246,3998697,Vehicle,120,15.37,2,327,10.023,1
LN101785,44,Salaried,15,Tier-2,22432,101954,Business,24,20.17,2,636,0.379,0
LN101786,37,Business Owner,26,Tier-2,27603,1422598,Education,24,20.33,1,420,4.295,0
LN101787,46,Unemployed,11,Tier-1,197238,3934344,Personal,12,13.19,3,670,1.662,1
LN101788,35,Business Owner,7,Metro,138396,1040040,Business,120,21.01,0,553,0.626,1
